0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.31 1.44 0.32 -0.85 -0.68
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
17.40 32.55 2.10 1.76 -7.04
0.14 0.66 0.14 -0.38 -0.31
14.94 13.64 -5.65 -5.03 -10.89
0.14 0.66 0.14 -0.38 -0.31
1.97 5.94 -0.38 -1.30 -2.94
0.03 0.13 0.03 -0.08 -0.06
0.24 0.99 0.22 -0.54 -0.45
0.14 0.66 0.14 -0.38 -0.31
0.71 2.63 -0.35 -1.25 -1.00
0.47 2.15 0.53 -1.10 -1.18
0.25 0.87 0.24 -0.43 -0.58
10.70 13.79 4.47 2.22 4.60
0.10 0.40 0.21 0.05 -0.54
3.63 10.92 0.59 -2.96 -4.75
0.03 0.13 0.03 -0.08 -0.06
12.68 3.89 -3.10 -1.92 -4.30
0.03 0.13 0.03 -0.08 -0.06
0.06 0.26 0.06 -0.15 -0.12
1.84 4.72 1.69 -1.50 -3.25
2.41 8.80 -3.06 -2.29 -2.60
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.14 0.66 0.14 -0.38 -0.31
0.06 0.26 0.06 -0.15 -0.12
0.06 0.26 0.06 -0.15 -0.12
0.06 0.26 0.06 -0.15 -0.12
0.06 0.26 0.06 -0.15 -0.12
0.91 0.78 0.55 0.39 0.14
0.03 0.13 0.03 -0.08 -0.06
0.13 0.56 -0.01 -0.15 -0.19
0.16 0.31 0.22 -0.01 -0.54
0.05 0.23 0.01 -0.08 -0.08
0.53 0.97 0.79 0.39 0.81
0.15 0.66 -0.03 -0.15 -0.21
34.70 20.62 28.42 16.12 30.41
25.37 47.73 -49.43 7.70 14.40
1.71 3.57 0.63 0.01 -0.88
0.21 0.85 0.28 -0.31 -0.60
0.03 0.13 0.03 -0.08 -0.06
0.23 0.58 0.34 0.07 -1.00
0.12 0.44 0.05 -0.15 -0.16
18.68 2.01 7.01 0.95 -1.68
1.51 0.95 0.26 -0.08 -0.13
13.35 18.19 -0.39 0.78 -9.85
0.14 0.66 0.14 -0.38 -0.31
6.58 5.70 -0.15 -0.12 -2.88
16.22 3.30 6.15 -16.02 -11.76
8.13 15.98 7.71 -2.02 -20.21
24.91 16.47 6.83 -5.72 -13.71
24.44 32.73 20.84 -20.45 -23.27
21.69 29.00 14.69 3.96 -26.66
0.09 0.39 0.09 -0.23 -0.19
35.74 27.98 17.62 0.75 -32.18
0.85 3.33 0.35 -2.09 -1.25
4.13 4.63 0.53 0.49 -2.15
0.14 0.66 0.14 -0.38 -0.31
0.09 0.39 0.09 -0.23 -0.19
28.68 32.50 -35.09 -13.02 -2.12
5.53 8.97 -9.72 -0.02 -2.96
7.95 6.61 -4.76 -1.33 -3.27
7.29 12.27 5.23 4.64 3.24
14.40 10.90 3.60 5.40 4.52
0.14 0.66 0.14 -0.38 -0.31
0.40 1.72 0.42 -0.59 -0.70
13.88 18.32 -0.80 -0.08 -8.94
0.06 0.26 0.06 -0.15 -0.12
0.43 1.97 0.43 -1.15 -0.93
20.58 4.34 1.99 0.94 0.17
8.54 -5.36 -0.53 -2.03 -1.39
0.14 0.66 0.14 -0.38 -0.31
0.06 0.26 0.06 -0.15 -0.12
4.15 8.79 -11.97 -0.02 -1.55
2.64 2.39 0.75 0.58 -0.50
0.06 0.26 0.06 -0.15 -0.12
1.59 3.50 0.87 -0.68 -1.14
0.06 0.26 0.06 -0.15 -0.12
0.14 0.66 0.14 -0.38 -0.31
0.16 0.55 0.21 -0.15 -0.18
0.71 1.43 0.09 0.11 -0.06
0.99 3.86 0.54 -1.34 -1.61
0.06 0.26 0.06 -0.15 -0.12
0.17 0.19 0.05 -0.07 -0.06
1.29 2.83 1.11 -1.10 -0.98
18.05 11.27 -5.85 -2.43 -9.04
0.14 0.66 0.14 -0.38 -0.31
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.36 1.71 0.45 -0.87 -1.14
0.43 1.97 0.43 -1.15 -0.93
0.06 0.26 0.06 -0.15 -0.12
0.03 0.13 0.03 -0.08 -0.06
0.40 1.84 0.40 -1.08 -0.87
0.28 1.31 0.29 -0.77 -0.62
0.06 0.26 0.06 -0.15 -0.12
0.09 0.39 0.09 -0.23 -0.19
0.31 1.44 0.32 -0.85 -0.68
0.09 0.39 0.09 -0.23 -0.19
0.28 1.31 0.29 -0.77 -0.62
0.14 0.66 0.14 -0.38 -0.31
0.48 2.15 0.49 -1.23 -1.00
9.82 9.51 8.60 6.72 9.39
0.08 0.36 0.06 -0.22 -0.14
0.14 0.66 0.14 -0.38 -0.31
0.08 0.32 0.02 -0.22 -0.09
0.41 0.91 -0.61 -0.02 -0.57
0.03 0.13 0.03 -0.08 -0.06
0.09 0.31 0.09 -0.15 -0.11
0.29 0.65 0.38 -0.12 -0.90
0.03 0.13 0.03 -0.08 -0.06
1.93 5.96 2.80 -1.20 -4.69
8.58 18.47 -4.40 0.44 -8.86
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.64 2.29 0.89 -0.58 -2.71
0.06 0.26 0.06 -0.15 -0.12
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.86 3.86 0.95 -2.08 -2.02
0.03 0.13 0.03 -0.08 -0.06
3.26 8.10 -0.59 0.34 -5.31
0.14 0.66 0.14 -0.38 -0.31
7.59 15.13 -24.24 -0.58 -0.26
0.06 0.26 0.06 -0.15 -0.12
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.14 0.66 0.14 -0.38 -0.31
0.84 1.91 1.05 -0.79 -1.12
0.06 0.26 0.06 -0.15 -0.12
0.12 0.35 0.15 -0.12 -0.36
0.14 0.66 0.14 -0.38 -0.31
0.03 0.13 0.03 -0.08 -0.06
1.46 3.56 -0.43 -0.09 0.19
0.03 0.13 0.03 -0.08 -0.06
8.77 23.37 -9.03 1.28 -13.65
0.03 0.13 0.03 -0.08 -0.06
0.36 0.73 -0.70 -0.07 -0.33
0.57 2.20 0.05 -0.67 -1.18
0.03 0.13 0.03 -0.08 -0.06
0.14 0.66 0.14 -0.38 -0.31
0.06 0.26 0.06 -0.15 -0.12
0.26 1.08 0.22 -0.40 -0.37
0.03 0.13 0.03 -0.08 -0.06
0.30 0.83 0.36 -1.00 -0.24
0.99 2.99 2.11 1.07 -4.33
0.55 2.46 0.33 -1.15 -1.04
0.03 0.13 0.03 -0.08 -0.06
3.37 4.94 -1.51 0.55 -3.43
0.35 0.89 0.52 0.10 -0.13
0.03 0.13 0.03 -0.08 -0.06
0.30 1.22 0.13 -0.81 -0.38
0.59 2.73 0.61 -1.57 -1.28
0.06 0.26 0.06 -0.15 -0.12
0.03 0.13 0.03 -0.08 -0.06
0.20 0.92 0.20 -0.54 -0.43
0.03 0.13 0.03 -0.08 -0.06
20.28 93.44 20.64 -54.78 -44.47
0.45 2.10 0.46 -1.23 -0.99
3.08 1.77 0.78 0.33 0.31
4.59 14.92 5.08 -5.78 -6.18
0.43 1.97 0.43 -1.15 -0.93
0.03 0.13 0.03 -0.08 -0.06
0.43 1.97 0.43 -1.15 -0.93
0.06 0.26 0.06 -0.15 -0.12
0.51 1.73 -0.18 -0.06 -0.39
9.64 -2.68 -0.49 -4.10 -1.55
9.89 21.85 -23.52 1.98 -9.82
0.37 1.70 0.38 -1.00 -0.81
0.23 0.81 0.18 -0.38 -0.34
0.14 0.66 0.14 -0.38 -0.31
1.08 0.91 0.75 0.43 -0.33
3.43 4.04 1.69 0.90 -4.26
0.73 2.96 0.92 -1.29 -2.33
0.70 1.84 -1.50 -0.25 -0.24
0.51 2.04 0.52 -1.13 -1.19
1.81 6.79 2.95 -1.16 -6.13
0.03 0.13 0.03 -0.08 -0.06
0.11 0.52 0.12 -0.31 -0.25
7.55 12.21 12.01 8.00 13.45
0.29 1.36 0.34 -0.42 -1.22
2.76 7.42 1.32 -0.07 -10.05
2.83 2.88 1.74 0.91 0.10
0.14 0.66 0.14 -0.38 -0.31
2.02 8.69 1.91 -3.39 -3.47
2.65 3.31 -1.34 -1.27 -0.38
0.14 0.66 0.14 -0.38 -0.31
0.03 0.13 0.03 -0.08 -0.06
1.21 5.03 1.26 -1.29 -1.91
3.07 12.72 3.11 -3.08 -4.76
0.03 0.13 0.03 -0.08 -0.06
18.13 44.47 6.39 -45.00 -9.25
0.71 3.28 0.72 -1.92 -1.55
0.67 3.25 -0.40 -1.53 -0.98
0.03 0.13 0.03 -0.08 -0.06
0.57 2.62 0.58 -1.54 -1.24
0.03 0.13 0.03 -0.08 -0.06
1.23 1.78 1.45 -0.89 -3.57
0.70 2.70 0.26 -3.21 -0.81
6.03 4.42 1.19 2.53 2.84
17.54 6.10 2.10 0.31 -1.56
0.09 0.39 0.09 -0.23 -0.19
0.03 0.13 0.03 -0.08 -0.06
0.06 0.26 0.06 -0.15 -0.12
0.03 0.13 0.03 -0.08 -0.06
30.87 30.83 20.00 12.19 4.47
2.50 8.71 1.81 -0.28 -7.99
48.19 100.30 63.18 -91.46 -37.60
0.06 0.26 0.06 -0.15 -0.12
0.03 0.13 0.03 -0.08 -0.06
23.72 49.55 -50.15 -8.03 -8.42
0.03 0.13 0.03 -0.08 -0.06
0.06 0.26 0.06 -0.15 -0.12
0.06 0.26 0.06 -0.15 -0.12
0.43 1.97 0.43 -1.15 -0.93
0.03 0.13 0.03 -0.08 -0.06
0.09 0.39 0.09 -0.23 -0.19
5.55 3.47 2.83 2.55 2.82
44.97 82.43 17.16 22.36 16.91
0.06 0.26 0.06 -0.15 -0.12
0.06 0.26 0.06 -0.15 -0.12
6.75 5.83 3.38 2.12 1.49
2.09 1.64 1.00 0.39 0.77
0.60 2.31 1.09 0.07 -3.74
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.43 1.97 0.43 -1.15 -0.93
22.08 101.21 22.68 -58.81 -49.27
1.68 7.74 1.70 -4.54 -3.67
0.09 0.39 0.09 -0.23 -0.19
0.43 1.97 0.43 -1.15 -0.93
1.23 5.07 0.19 -2.70 -2.16
0.03 0.13 0.03 -0.08 -0.06
0.43 1.97 0.43 -1.15 -0.93
5.42 7.09 6.78 4.66 7.37
0.51 2.36 0.52 -1.39 -1.12
0.34 1.57 0.35 -0.92 -0.75
0.18 0.79 0.04 -0.32 -0.35
2.14 12.29 8.44 -24.66 -3.46
0.17 0.75 0.14 -0.46 -0.32
13.36 13.00 12.54 8.32 4.69
0.25 0.71 0.15 -0.21 -0.24
2.53 0.48 1.21 -0.13 -3.57
4.32 3.42 3.18 2.02 -1.60
0.03 0.13 0.03 -0.08 -0.06
0.75 2.46 0.68 -0.98 -1.62
0.73 2.71 0.57 -1.24 -1.37
0.06 0.26 0.06 -0.15 -0.12
0.06 0.26 0.06 -0.15 -0.12
0.03 0.13 0.03 -0.08 -0.06
14.77 0.04 5.08 -15.97 1.24
0.06 0.26 0.06 -0.15 -0.12
4.33 5.58 1.72 2.09 0.37
0.08 0.32 0.09 -0.15 -0.13
15.26 24.71 15.08 8.06 11.63
2.42 0.92 -0.25 -0.44 -0.18
41.23 58.81 -62.91 6.64 8.40
0.12 0.15 0.01 -0.08 -0.06
2.19 8.76 2.29 -4.63 -5.13
0.48 1.53 0.31 -0.55 -0.81
0.87 0.18 0.15 -0.13 -0.14
0.60 1.46 -1.61 -0.15 -0.11
0.48 1.41 -0.29 -0.02 -1.80
0.06 0.26 0.06 -0.15 -0.12
14.80 20.27 -8.93 -0.62 3.27
0.21 0.70 0.20 -0.19 -0.45
17.61 28.86 -16.23 4.94 3.70
0.11 0.42 0.19 -0.09 -0.62
0.30 0.64 0.44 0.12 0.32
0.06 0.26 0.06 -0.15 -0.12
0.13 0.50 0.09 -0.24 -0.16
12.31 13.16 -7.83 3.45 4.31
0.13 0.57 0.12 -0.32 -0.26
0.03 0.13 0.03 -0.08 -0.06
7.34 11.97 11.66 7.65 12.94
6.73 16.73 7.67 -27.83 -1.82
0.14 0.66 0.14 -0.38 -0.31
0.06 0.26 0.06 -0.15 -0.12
0.03 0.13 0.03 -0.08 -0.06
0.03 0.13 0.03 -0.08 -0.06
0.48 2.23 0.49 -1.31 -1.06
0.06 0.26 0.06 -0.15 -0.12
1.81 5.64 1.36 -1.55 -5.58
5.65 9.81 0.41 -1.21 -5.60
