0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.02 0.01 10.74 0.08 0.15
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
0.00 0.00 0.98 0.01 0.01
23.27 86.51 81.60 25.02 28.61
0.01 0.00 4.88 0.04 0.07
64.36 55.25 38.98 13.26 8.15
0.01 0.00 4.88 0.04 0.07
26.96 24.55 8.24 4.96 1.29
0.00 0.00 0.98 0.01 0.01
0.01 0.02 7.80 0.06 0.11
0.01 0.00 4.88 0.04 0.07
0.04 0.96 15.66 0.13 1.21
0.04 0.96 14.69 1.10 0.22
1.02 0.02 5.87 0.99 0.10
29.39 7.02 20.46 24.26 22.87
0.00 0.00 0.99 1.96 0.04
55.27 19.75 28.47 26.82 4.68
0.00 0.00 0.98 0.01 0.01
37.71 18.10 12.17 10.50 7.52
0.00 0.00 0.98 0.01 0.01
0.00 0.00 1.95 0.01 0.03
0.06 14.74 8.96 20.03 0.21
18.06 18.55 28.04 2.46 4.88
0.00 0.00 0.98 0.01 0.01
