0.92 -0.10 0.62 -0.15 0.84
974.11 25.95 -33.18 -34.63 -28.77
0.04 -0.01 0.01 -0.00 0.03
16.41 3.27 0.52 -0.90 4.31
3.70 -5.43 0.52 -0.12 1.73
0.00 0.00 -0.00 -0.00 -0.00
2.48 0.53 0.14 -0.18 0.59
0.01 -0.01 0.01 0.01 0.03
1.47 0.35 0.06 -0.07 0.17
0.17 -0.00 0.10 0.02 0.28
1.66 -3.69 20.71 -13.47 5.68
1.83 -0.10 0.93 -0.21 2.79
0.01 -0.01 0.01 0.01 0.03
1.06 -0.32 2.49 2.91 -0.02
5.17 0.58 0.61 0.20 1.62
0.08 -0.02 0.13 -0.05 0.09
1.12 -1.16 -0.37 -0.16 -0.50
1.35 0.28 0.39 -0.33 -0.01
0.01 -0.01 0.01 0.01 0.03
19.44 -56.89 -11.10 -1.74 -4.44
0.02 -0.01 0.01 0.01 0.03
483.32 18.11 -34.13 -27.85 -62.96
431.00 89.07 -10.48 -16.87 -19.96
5.91 -4.86 -0.39 0.13 1.30
0.01 -0.01 0.01 0.01 0.03
0.89 -0.02 0.19 0.22 0.80
0.77 -1.04 6.54 8.93 -3.11
0.02 -0.04 0.18 -0.09 0.05
3.89 -8.58 -1.81 -0.28 -0.76
0.01 -0.02 0.02 -0.01 0.03
2.97 -8.75 -1.74 -0.16 -0.62
0.01 -0.01 0.01 0.01 0.03
0.01 -0.01 0.01 0.01 0.03
0.03 -0.01 0.03 0.03 0.11
0.01 -0.01 0.01 0.01 0.03
0.21 -0.18 0.41 0.10 0.97
22.17 -12.69 17.25 3.33 46.11
0.00 -0.00 0.00 -0.00 0.00
0.14 -0.01 0.01 0.02 0.08
0.09 -0.07 0.21 0.11 0.44
3.88 -0.18 3.38 -1.26 3.34
0.28 0.01 0.04 0.02 0.12
1.11 0.09 0.19 0.23 0.65
0.20 -0.34 2.11 2.99 -1.13
0.29 -0.03 0.10 -0.02 0.21
0.02 -0.07 0.33 -0.13 0.13
0.13 -0.19 0.73 0.02 1.31
3.01 0.86 -0.14 -0.27 -0.63
0.01 -0.01 0.01 0.01 0.03
1.13 0.36 -0.15 -0.16 -0.56
0.01 -0.01 0.01 0.01 0.03
0.16 -0.52 -0.10 -0.02 -0.05
0.00 0.00 -0.00 -0.00 -0.00
0.01 -0.01 0.01 0.01 0.03
0.07 -0.00 0.05 -0.02 0.08
0.01 -0.01 0.01 0.01 0.03
0.01 -0.01 0.01 0.01 0.03
4.04 -8.35 14.56 20.67 -7.48
0.02 -0.04 0.13 0.00 0.16
2.44 0.03 -0.12 -0.18 0.09
0.01 -0.01 0.01 0.01 0.03
0.01 -0.01 0.01 0.01 0.03
6.64 -5.65 0.27 -0.32 2.72
0.01 -0.01 0.01 0.01 0.03
0.01 -0.01 0.01 0.01 0.03
