0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.36 1.51 0.29 -0.87 -0.73
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
18.38 33.22 2.20 1.68 -7.56
0.17 0.69 0.13 -0.40 -0.33
15.57 14.37 -5.90 -5.10 -11.32
0.17 0.69 0.13 -0.40 -0.33
2.23 6.29 -0.47 -1.39 -3.20
0.03 0.14 0.03 -0.08 -0.07
0.28 1.04 0.20 -0.55 -0.48
0.17 0.69 0.13 -0.40 -0.33
0.79 2.73 -0.39 -1.26 -1.05
0.55 2.25 0.49 -1.14 -1.25
0.28 0.90 0.23 -0.44 -0.60
11.01 13.73 4.66 2.25 4.51
0.11 0.41 0.21 0.04 -0.54
4.07 11.43 0.46 -3.08 -5.04
0.03 0.14 0.03 -0.08 -0.07
12.88 4.02 -3.18 -1.90 -4.39
0.03 0.14 0.03 -0.08 -0.07
0.07 0.27 0.05 -0.16 -0.13
2.01 4.93 1.62 -1.61 -3.42
2.74 9.20 -3.15 -2.28 -2.79
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.17 0.69 0.13 -0.40 -0.33
0.07 0.27 0.05 -0.16 -0.13
0.07 0.27 0.05 -0.16 -0.13
0.07 0.27 0.05 -0.16 -0.13
0.07 0.27 0.05 -0.16 -0.13
0.92 0.74 0.57 0.39 0.16
0.03 0.14 0.03 -0.08 -0.07
0.15 0.59 -0.01 -0.16 -0.21
0.17 0.31 0.22 -0.01 -0.54
0.06 0.24 0.00 -0.08 -0.09
0.55 0.95 0.82 0.39 0.81
0.18 0.69 -0.04 -0.16 -0.23
34.88 19.36 29.28 15.97 30.17
26.13 47.42 -48.46 9.83 15.55
1.82 3.67 0.63 -0.02 -0.96
0.23 0.87 0.27 -0.32 -0.61
0.03 0.14 0.03 -0.08 -0.07
0.25 0.60 0.34 0.05 -1.00
0.14 0.46 0.05 -0.16 -0.18
18.75 1.74 7.05 0.79 -1.74
1.55 0.97 0.26 -0.09 -0.16
13.88 18.47 -0.32 0.79 -9.92
0.17 0.69 0.13 -0.40 -0.33
6.78 5.82 -0.15 -0.13 -2.96
16.43 3.45 5.70 -16.26 -11.64
8.66 16.47 7.57 -2.40 -20.45
25.64 17.14 6.51 -6.18 -14.44
25.21 32.88 20.52 -20.82 -22.86
22.50 29.38 14.76 3.45 -27.02
0.10 0.41 0.08 -0.24 -0.20
36.47 28.02 17.66 0.21 -32.30
0.99 3.53 0.27 -2.15 -1.38
4.27 4.71 0.55 0.47 -2.20
0.17 0.69 0.13 -0.40 -0.33
0.10 0.41 0.08 -0.24 -0.20
29.34 32.53 -34.95 -11.62 -1.07
5.75 9.09 -9.64 0.29 -2.81
8.18 6.80 -4.79 -1.24 -3.35
7.51 12.13 5.48 4.65 3.19
14.52 10.45 3.95 5.55 4.70
0.17 0.69 0.13 -0.40 -0.33
0.46 1.79 0.39 -0.62 -0.75
14.47 18.73 -0.78 -0.10 -9.13
0.07 0.27 0.05 -0.16 -0.13
0.50 2.06 0.39 -1.19 -1.00
20.75 4.19 2.05 0.92 0.11
8.47 -5.42 -0.64 -2.09 -1.43
0.17 0.69 0.13 -0.40 -0.33
0.07 0.27 0.05 -0.16 -0.13
4.35 8.90 -11.88 0.38 -1.35
2.72 2.41 0.78 0.57 -0.53
0.07 0.27 0.05 -0.16 -0.13
1.70 3.61 0.85 -0.72 -1.22
0.07 0.27 0.05 -0.16 -0.13
0.17 0.69 0.13 -0.40 -0.33
0.18 0.57 0.21 -0.17 -0.20
0.76 1.47 0.09 0.10 -0.09
1.13 4.04 0.48 -1.40 -1.73
0.07 0.27 0.05 -0.16 -0.13
0.18 0.20 0.04 -0.07 -0.06
1.39 2.94 1.07 -1.15 -1.06
18.52 11.65 -5.95 -2.38 -9.20
0.17 0.69 0.13 -0.40 -0.33
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.42 1.79 0.42 -0.90 -1.19
0.50 2.06 0.39 -1.19 -1.00
0.07 0.27 0.05 -0.16 -0.13
0.03 0.14 0.03 -0.08 -0.07
0.46 1.92 0.37 -1.11 -0.93
0.33 1.37 0.26 -0.79 -0.67
0.07 0.27 0.05 -0.16 -0.13
0.10 0.41 0.08 -0.24 -0.20
0.36 1.51 0.29 -0.87 -0.73
0.10 0.41 0.08 -0.24 -0.20
0.33 1.37 0.26 -0.79 -0.67
0.17 0.69 0.13 -0.40 -0.33
0.55 2.26 0.45 -1.27 -1.08
9.86 8.99 8.99 6.77 9.47
0.10 0.37 0.05 -0.23 -0.15
0.17 0.69 0.13 -0.40 -0.33
0.09 0.33 0.02 -0.22 -0.09
0.43 0.92 -0.60 0.00 -0.56
0.03 0.14 0.03 -0.08 -0.07
0.10 0.33 0.08 -0.15 -0.12
0.31 0.67 0.37 -0.14 -0.91
0.03 0.14 0.03 -0.08 -0.07
2.10 6.10 2.76 -1.30 -4.77
9.05 18.73 -4.30 0.61 -8.78
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.72 2.38 0.86 -0.64 -2.76
0.07 0.27 0.05 -0.16 -0.13
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
1.00 4.03 0.87 -2.14 -2.14
0.03 0.14 0.03 -0.08 -0.07
3.51 8.30 -0.58 0.33 -5.39
0.17 0.69 0.13 -0.40 -0.33
7.88 15.23 -24.04 0.26 0.21
0.07 0.27 0.05 -0.16 -0.13
0.03 0.14 0.03 -0.08 -0.07
0.03 0.14 0.03 -0.08 -0.07
0.17 0.69 0.13 -0.40 -0.33
0.90 1.97 1.03 -0.83 -1.16
0.07 0.27 0.05 -0.16 -0.13
0.14 0.36 0.15 -0.13 -0.37
0.17 0.69 0.13 -0.40 -0.33
0.03 0.14 0.03 -0.08 -0.07
1.56 3.62 -0.41 -0.06 0.16
0.03 0.14 0.03 -0.08 -0.07
9.31 23.65 -8.86 1.60 -13.43
0.03 0.14 0.03 -0.08 -0.07
0.38 0.75 -0.69 -0.05 -0.32
0.67 2.34 0.00 -0.72 -1.30
0.03 0.14 0.03 -0.08 -0.07
0.17 0.69 0.13 -0.40 -0.33
0.07 0.27 0.05 -0.16 -0.13
0.30 1.12 0.20 -0.41 -0.40
0.03 0.14 0.03 -0.08 -0.07
0.33 0.86 0.33 -1.00 -0.24
1.03 2.96 2.15 1.03 -4.28
0.64 2.58 0.28 -1.19 -1.12
0.03 0.14 0.03 -0.08 -0.07
3.49 4.97 -1.46 0.61 -3.37
0.37 0.90 0.52 0.09 -0.15
0.03 0.14 0.03 -0.08 -0.07
0.34 1.27 0.11 -0.82 -0.41
0.69 2.86 0.55 -1.61 -1.37
0.07 0.27 0.05 -0.16 -0.13
0.03 0.14 0.03 -0.08 -0.07
0.23 0.96 0.18 -0.55 -0.47
0.03 0.14 0.03 -0.08 -0.07
23.66 97.81 18.69 -56.37 -47.58
0.53 2.20 0.42 -1.27 -1.06
3.13 1.75 0.81 0.32 0.29
5.11 15.50 4.87 -6.04 -6.60
0.50 2.06 0.39 -1.19 -1.00
0.03 0.14 0.03 -0.08 -0.07
0.50 2.06 0.39 -1.19 -1.00
0.07 0.27 0.05 -0.16 -0.13
0.59 1.83 -0.20 -0.08 -0.46
9.67 -2.64 -0.65 -4.15 -1.60
10.28 21.90 -23.21 2.83 -9.18
0.43 1.78 0.34 -1.03 -0.86
0.26 0.85 0.16 -0.40 -0.37
0.17 0.69 0.13 -0.40 -0.33
1.09 0.87 0.77 0.43 -0.32
3.54 4.07 1.72 0.84 -4.27
0.84 3.08 0.87 -1.35 -2.41
0.75 1.89 -1.49 -0.20 -0.24
0.58 2.13 0.48 -1.17 -1.26
1.99 6.94 2.91 -1.27 -6.21
0.03 0.14 0.03 -0.08 -0.07
0.13 0.55 0.10 -0.32 -0.27
7.66 11.75 12.44 7.98 13.38
0.34 1.41 0.33 -0.45 -1.25
